/Dret<0> X,/Dret<0> Y
7.162500000000021e-08,1.097247127820558e-06
7.17500000000002e-08,6.4261538331004e-07
7.187500000000021e-08,4.054400987679654e-07
7.2e-08,2.762217298946546e-07
7.212500000000019e-08,-1.309310176557999e-06
7.225000000000019e-08,9.34119064571379e-05
7.237500000000018e-08,-0.0002212268653075393
7.250000000000018e-08,-0.004812267735136554
7.262500000000018e-08,-0.0008477174638614109
7.275000000000017e-08,0.5016522644218782
7.287500000000017e-08,1.788295089708878
7.300000000000016e-08,1.799069973035635
7.312500000000016e-08,1.799936146702024
7.325000000000016e-08,1.799980862713263
7.337500000000015e-08,1.799985794857853
7.350000000000015e-08,1.799988770691312
7.362500000000014e-08,1.799990589207256
7.375000000000014e-08,1.799991767509589
7.387500000000015e-08,1.799992619339199
7.400000000000001e-08,1.799993237801446
7.412500000000013e-08,1.79999233068495
7.425000000000013e-08,1.799962259611675
7.437500000000012e-08,1.800174536523204
7.450000000000012e-08,1.801014006858924
7.462500000000011e-08,1.804978803258854
7.475000000000011e-08,1.815617562791076
7.487500000000011e-08,1.801184967032158
7.50000000000001e-08,1.79899539462301
7.51250000000001e-08,1.799499114998836
7.525000000000009e-08,1.799690802454277
7.537500000000009e-08,1.799775796799164
7.550000000000009e-08,1.799824368112089
7.562500000000008e-08,1.799855659381469
7.575000000000008e-08,1.799877522498357
7.587500000000009e-08,1.79989375840646
7.600000000000001e-08,1.7999062342275
7.612500000000007e-08,1.799914008246485
7.625000000000006e-08,1.800021803874224
7.637500000000006e-08,1.799848025037834
7.650000000000006e-08,1.799792175747227
7.662500000000005e-08,1.801478789545224
7.675000000000005e-08,1.896430736276673
7.687500000000004e-08,0.03318895451515185
7.700000000000004e-08,0.004755571356934967
7.712500000000004e-08,0.001667037645633115
7.725000000000003e-08,0.0005549233764193226
7.737500000000003e-08,0.0001822838758300442
7.750000000000003e-08,5.872132368709827e-05
7.762500000000002e-08,2.120560810645182e-05
7.775000000000002e-08,1.07794334208304e-05
7.787500000000003e-08,7.561426269699741e-06
7.800000000000001e-08,6.562599781967409e-06
7.812500000000001e-08,9.556711142798999e-06
7.825e-08,-3.667452103119017e-05
7.8375e-08,2.09380746382549e-05
7.849999999999999e-08,0.0002138521628228384
7.862499999999999e-08,0.00100287091635404
7.874999999999999e-08,-0.0001668130826026773
7.887499999999998e-08,-0.0003728908276721554
7.899999999999998e-08,-5.745861030980084e-05
7.912499999999998e-08,-1.625250340948372e-06
7.924999999999997e-08,5.057153636194201e-06
7.937499999999997e-08,3.739941970368745e-06
7.949999999999996e-08,2.07547334642502e-06
7.962499999999996e-08,1.119250830665739e-06
7.974999999999994e-08,6.362739361130226e-07
7.987499999999995e-08,3.9715604541203e-07
7.999999999999995e-08,2.82463265040877e-07
8.012499999999994e-08,-1.309974690793989e-06
8.024999999999994e-08,9.340407135751309e-05
8.037499999999994e-08,-0.0002208844206350094
8.049999999999993e-08,-0.00481203918013196
8.062499999999993e-08,-0.0008495012481652373
8.074999999999993e-08,0.5015935428513277
8.087499999999992e-08,1.78837480113331
8.099999999999992e-08,1.799081871650716
8.112499999999991e-08,1.799937084456454
8.124999999999991e-08,1.799980809953085
8.137499999999991e-08,1.799985740302731
8.14999999999999e-08,1.799988753430722
8.16249999999999e-08,1.799990601583511
8.174999999999989e-08,1.799991801068554
8.18749999999999e-08,1.799992667383777
8.199999999999989e-08,1.799993296375592
8.212499999999988e-08,1.799992323866083
8.224999999999988e-08,1.799962255413864
8.237499999999988e-08,1.800174535684977
8.249999999999987e-08,1.80101403785112
8.262499999999987e-08,1.804978791406696
8.274999999999986e-08,1.815617945164835
8.287499999999986e-08,1.801185004938023
8.299999999999986e-08,1.798995443294227
8.312499999999985e-08,1.799498858863326
8.324999999999985e-08,1.799691846768047
8.337499999999984e-08,1.799777157376665
8.349999999999984e-08,1.7998250764233
8.362499999999984e-08,1.799856092913048
8.374999999999982e-08,1.799878020865386
8.387499999999983e-08,1.799894214835968
8.399999999999983e-08,1.799906587802058
8.412499999999982e-08,1.799914281209673
8.424999999999982e-08,1.800022021321926
8.437499999999981e-08,1.799848231352459
8.449999999999981e-08,1.799789999959233
8.462499999999981e-08,1.801478684322497
8.47499999999998e-08,1.89645243638671
8.48749999999998e-08,0.03313900874026301
8.499999999999979e-08,0.004762606631763084
8.512499999999979e-08,0.001667810224647519
8.524999999999979e-08,0.0005555766523657464
8.537499999999978e-08,0.0001827002926148182
8.549999999999978e-08,5.902615091113624e-05
8.562499999999978e-08,2.144085851845132e-05
8.574999999999977e-08,1.096883056328313e-05
8.587499999999978e-08,7.718041166510125e-06
8.599999999999976e-08,6.693110784599271e-06
8.612499999999976e-08,8.361868227719171e-06
8.624999999999976e-08,-3.703388938933415e-05
8.637499999999975e-08,2.29094591159937e-05
8.649999999999975e-08,0.0002150304869290121
8.662499999999975e-08,0.000916120174294912
8.674999999999974e-08,-0.000104704674028377
8.687499999999974e-08,-8.469917007798963e-06
8.699999999999973e-08,-9.460372483625562e-05
8.712499999999973e-08,-2.226740878249792e-05
